ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Customer_Tenure_Days,Total_Spend,Total_Purchases,Children,Age_Band,Income_Band,High_Income,Young_Customer,Campaign_Responder,High_Web_Engagement,Family_Customer,High_Spender,High_Value_Customer,Underserved_Customer
2425475,1971,Graduation,Together,97568.1,1,0,2013-09-26,23,182,10,1193,145,17,50,1,4,4,1,6,1,0,0,0,0,0,0,Germany,43,276,1597,10,1,30-45,Very High,1,0,0,1,1,1,1,0
6757971,1969,Graduation,Widow,107698.7,0,1,2014-06-29,47,1493,25,1154,225,4,12,3,3,9,8,4,0,0,0,1,0,1,0,USA,45,0,2913,23,1,30-45,Very High,1,0,1,0,1,1,1,0
2304871,1961,2n Cycle,Together,89979.2,0,0,2013-10-25,99,1433,3,203,3,2,17,1,5,5,2,1,0,0,0,1,0,0,0,USA,53,247,1661,13,0,46-60,High,1,0,0,0,0,1,1,0
3379081,1949,Graduation,Widow,102403.8,0,0,2013-01-20,16,419,109,350,113,3,43,1,12,1,10,8,0,1,1,0,0,1,0,USA,65,525,1037,24,0,60+,Very High,1,0,1,1,0,0,1,0
16560237,1965,Graduation,Single,105507.2,0,1,2013-02-09,59,990,9,1181,99,31,14,3,4,1,5,5,0,0,0,0,0,1,0,Spain,49,505,2324,13,1,46-60,Very High,1,0,1,0,1,1,1,0
14228600,1982,2n Cycle,Married,73649.0,0,0,2013-03-31,9,489,5,1207,259,20,88,4,5,2,9,6,0,0,1,1,0,0,0,Spain,32,455,2068,20,0,30-45,High,0,0,0,1,0,1,1,0
1040479,1976,Master,Single,88972.5,0,1,2014-06-29,96,1303,48,1208,184,14,17,2,10,1,5,1,0,0,0,0,0,0,0,Spain,38,0,2774,18,1,30-45,High,1,0,0,0,1,1,1,0
17852,1962,Graduation,Together,104374.8,0,1,2013-11-17,43,929,199,55,14,188,0,1,10,2,6,7,0,0,0,1,0,1,1,Saudi Arabia,52,224,1385,19,1,46-60,Very High,1,0,1,1,1,0,1,0
5483843,1981,2n Cycle,Together,82887.7,1,0,2012-08-09,54,83,0,195,9,10,9,1,4,1,4,6,0,1,0,1,0,1,0,Canada,33,689,306,10,1,30-45,High,1,0,1,1,1,0,1,0
15201490,1965,Graduation,Together,93693.8,1,0,2013-05-09,99,1188,0,927,12,17,14,3,6,1,2,8,0,0,0,0,0,0,0,Canada,49,416,2158,12,1,46-60,Very High,1,0,0,1,1,1,1,0
1311991,1955,PhD,Married,98277.2,0,0,2013-01-18,77,259,38,348,35,27,13,4,5,6,0,0,0,0,0,1,0,1,0,Germany,59,527,720,15,0,46-60,Very High,1,0,1,0,0,0,1,0
5782105,1953,2n Cycle,Single,50134.5,1,0,2013-05-29,3,608,0,1018,0,59,37,1,5,11,10,4,0,0,0,1,0,0,0,Australia,61,396,1722,27,1,60+,Medium,0,0,0,0,1,1,1,0
13343674,1960,Graduation,Single,100761.3,1,2,2013-11-05,47,273,23,193,53,12,24,1,5,4,9,3,0,0,1,0,0,1,0,Australia,54,236,578,19,3,46-60,Very High,1,0,1,0,1,0,1,0
971970,1977,PhD,Divorced,107713.6,0,0,2012-07-30,80,1065,14,363,95,152,96,3,6,11,8,6,0,0,0,0,0,1,0,Saudi Arabia,37,699,1785,28,0,30-45,Very High,1,0,1,1,0,1,1,0
4813177,1971,2n Cycle,Single,93053.2,0,1,2014-06-29,35,1145,11,1040,42,8,208,3,9,4,10,4,0,0,0,0,0,0,0,Canada,43,0,2454,26,1,30-45,Very High,1,0,0,0,1,1,1,0
11688081,1969,Graduation,Married,39972.9,0,0,2012-11-05,99,615,83,973,37,15,59,2,7,5,8,5,0,0,0,0,0,0,0,Spain,45,601,1782,22,0,30-45,Medium,0,0,0,0,0,1,1,0
2182544,1977,PhD,Single,101569.4,0,0,2013-01-02,32,0,16,69,29,90,63,4,5,2,3,5,0,0,0,0,0,1,0,Spain,37,543,267,14,0,30-45,Very High,1,0,1,0,0,0,1,0
13061321,1959,Graduation,Married,112371.2,0,0,2013-09-05,21,1493,28,767,21,159,72,1,8,1,6,1,0,0,0,0,0,1,0,Canada,55,297,2540,16,0,46-60,Very High,1,0,1,0,0,1,1,0
38770,1939,Graduation,Single,85134.1,0,0,2012-09-16,35,524,11,1274,259,36,55,1,4,2,5,1,0,1,0,0,0,1,0,Australia,75,651,2159,12,0,60+,High,1,0,1,0,0,1,1,0
5874547,1954,Master,Together,96152.6,0,0,2013-12-12,52,1177,0,437,27,87,325,3,4,3,6,0,0,0,0,0,0,0,0,Canada,60,199,2053,16,0,46-60,Very High,1,0,0,0,0,1,1,0
4239584,1974,PhD,Together,83842.6,0,1,2013-02-27,99,47,0,69,6,0,3,1,6,1,3,3,0,0,0,1,0,1,0,Saudi Arabia,40,487,125,11,1,30-45,High,1,0,1,0,1,0,1,0
16129634,1954,PhD,Divorced,108770.7,0,0,2014-01-31,20,523,170,226,105,45,63,3,2,7,4,3,0,0,0,1,0,1,0,Germany,60,149,1132,16,0,46-60,Very High,1,0,1,0,0,0,1,0
13206103,1953,Basic,Single,102901.1,1,0,2012-11-28,99,1457,0,398,259,24,60,6,6,0,4,0,1,0,0,0,0,0,0,Spain,61,578,2198,16,1,60+,Very High,1,0,0,0,1,1,1,0
4478712,1966,Graduation,Absurd,72984.8,0,0,2014-06-02,0,990,3,636,29,0,2,1,8,2,1,7,0,0,0,0,0,0,0,Spain,48,27,1660,12,0,46-60,High,0,0,0,1,0,1,1,0
2624062,1957,Graduation,Single,110885.4,0,0,2013-06-07,67,1367,82,73,103,34,19,1,6,4,7,7,0,0,0,0,0,0,0,Canada,57,387,1678,18,0,46-60,Very High,1,0,0,1,0,1,1,0
5499845,1983,PhD,Widow,103492.0,0,1,2012-09-29,0,474,92,1194,259,4,36,1,4,4,10,6,0,1,0,0,0,0,0,Spain,31,638,2059,19,1,30-45,Very High,1,0,0,1,1,1,1,0
6462418,1973,Graduation,Together,96055.3,0,0,2013-06-06,37,1021,45,1153,179,168,155,1,7,7,6,7,0,0,0,1,0,0,0,India,41,388,2721,21,0,30-45,Very High,1,0,0,1,0,1,1,0
2789165,1986,PhD,Married,91484.8,0,1,2014-06-29,92,663,80,62,245,0,35,2,8,2,4,8,1,0,0,0,0,1,0,India,28,0,1085,16,1,Under 30,Very High,1,1,1,1,1,0,1,0
11850134,1955,Graduation,Divorced,105871.6,0,0,2014-01-02,96,342,135,342,259,7,8,1,7,3,9,0,0,0,1,0,0,1,0,India,59,178,1093,20,0,46-60,Very High,1,0,1,0,0,0,1,0
13330094,1963,Graduation,Divorced,105146.2,0,0,2012-10-05,99,562,21,751,259,39,25,3,4,3,5,2,0,0,0,0,0,0,0,Australia,51,632,1657,15,0,46-60,Very High,1,0,0,0,0,1,1,0
8224782,1991,Master,Together,108309.6,0,0,2014-06-29,54,399,18,60,20,139,44,1,6,1,4,8,0,1,0,0,0,1,0,Spain,23,0,680,12,0,Under 30,Very High,1,1,1,1,0,0,1,0
5101311,1989,Graduation,Married,107387.9,0,0,2012-11-12,27,0,10,42,157,12,50,2,5,2,5,8,0,0,0,0,0,1,1,Spain,25,594,271,14,0,Under 30,Very High,1,1,1,1,0,0,1,0
9483248,1959,PhD,Together,111785.1,0,0,2013-01-12,28,200,4,174,21,1,125,3,2,13,3,0,0,0,0,0,0,1,0,Spain,55,533,525,21,0,46-60,Very High,1,0,1,0,0,0,1,0
12923066,1948,Graduation,Married,86589.5,0,0,2014-06-29,39,136,102,426,131,133,131,1,8,1,5,5,0,0,0,0,0,1,0,Australia,66,0,1059,15,0,60+,High,1,0,1,0,0,0,1,0
2301229,1964,Graduation,Single,96403.5,0,0,2013-12-11,2,1493,7,124,13,4,24,3,7,1,3,2,0,0,1,0,0,0,0,Spain,50,200,1665,14,0,46-60,Very High,1,0,0,0,0,1,1,0
6603624,1976,Master,Single,45608.6,0,1,2013-07-10,49,1285,37,197,35,0,207,1,4,0,1,7,0,0,0,0,0,0,0,Canada,38,354,1761,6,1,30-45,Medium,0,0,0,1,1,1,1,0
7478798,1962,Graduation,Together,100429.7,0,0,2013-01-13,7,578,67,873,125,58,78,1,4,1,6,4,1,0,0,0,0,0,0,India,52,532,1779,12,0,46-60,Very High,1,0,0,0,0,1,1,0
837130,1966,Graduation,Single,93950.8,0,0,2012-08-05,40,1296,7,25,15,45,42,2,9,2,8,5,0,0,0,0,0,1,0,Australia,48,693,1430,21,0,46-60,Very High,1,0,1,0,0,0,1,0
15417181,1968,Graduation,Widow,88690.4,0,0,2013-06-12,8,267,46,59,259,9,15,0,7,4,10,4,0,0,0,0,0,1,0,Spain,46,382,655,21,0,46-60,High,1,0,1,0,0,0,1,0
6599404,1988,Graduation,Married,109803.9,1,0,2013-04-22,16,736,16,180,8,10,91,1,12,2,7,8,0,0,0,0,0,1,0,India,26,433,1041,22,1,Under 30,Very High,1,1,1,1,1,0,1,0
9989530,1981,Graduation,Together,112617.6,0,1,2012-08-23,45,1493,64,207,173,46,70,1,10,4,10,4,0,0,0,0,0,0,0,Saudi Arabia,33,675,2053,25,1,30-45,Very High,1,0,0,0,1,1,1,0
2918720,1984,Master,Alone,80343.3,0,0,2013-08-01,30,330,1,356,157,49,38,1,2,4,8,7,0,1,0,1,0,1,0,Australia,30,332,931,15,0,30-45,High,1,0,1,1,0,0,1,0
4692455,1962,Graduation,Widow,100136.6,0,0,2013-12-17,8,104,135,710,237,74,108,2,5,2,5,0,1,0,0,0,0,1,0,Spain,52,194,1368,14,0,46-60,Very High,1,0,1,0,0,0,1,0
9198929,1972,Master,Divorced,111491.2,0,1,2014-06-29,25,226,34,403,13,23,67,1,4,1,9,2,0,0,0,0,0,1,0,India,42,0,766,15,1,30-45,Very High,1,0,1,0,1,0,1,0
4600382,1955,Graduation,Widow,102904.7,0,0,2013-07-28,64,336,54,1156,85,131,145,3,4,4,6,7,0,0,0,0,0,0,0,Spain,59,336,1907,17,0,46-60,Very High,1,0,0,1,0,1,1,0
5004722,1949,Graduation,Single,76684.2,0,1,2013-05-16,47,308,10,1206,259,33,59,3,4,3,9,6,0,0,0,0,0,1,0,Spain,65,409,1875,19,1,60+,High,1,0,1,1,1,1,1,0
938026,1965,Graduation,Single,79202.4,0,0,2013-02-27,3,204,0,168,8,52,51,1,3,3,7,8,0,0,0,0,0,1,0,Saudi Arabia,49,487,483,14,0,46-60,High,1,0,1,1,0,0,1,0
11956877,1971,PhD,Single,95754.0,0,0,2013-08-27,97,828,117,1186,72,68,68,1,5,1,6,5,0,0,1,0,0,0,0,Saudi Arabia,43,306,2339,13,0,30-45,Very High,1,0,0,0,0,1,1,0
4131081,1970,Graduation,Widow,112831.6,0,0,2013-01-31,91,336,27,1201,30,80,52,1,5,4,8,1,0,0,0,0,0,0,0,Canada,44,514,1726,18,0,30-45,Very High,1,0,0,0,0,1,1,0
4409537,1975,Master,Together,115255.3,0,1,2014-06-10,31,617,7,238,17,2,45,3,5,1,5,1,0,1,1,0,0,1,0,Australia,39,19,926,14,1,30-45,Very High,1,0,1,0,1,0,1,0
5924845,1958,Graduation,Divorced,107465.1,0,0,2012-09-14,37,614,8,397,76,16,17,1,6,9,13,0,0,0,0,0,0,1,0,Canada,56,653,1128,29,0,46-60,Very High,1,0,1,0,0,0,1,0
10929437,1963,Graduation,YOLO,107896.2,0,0,2013-12-28,30,527,0,65,128,3,42,6,11,4,11,1,0,0,0,1,0,1,0,Saudi Arabia,51,183,765,32,0,46-60,Very High,1,0,1,0,0,0,1,0
186578,1959,PhD,Divorced,109925.3,0,0,2012-10-04,38,872,27,741,47,0,97,1,8,4,4,7,0,1,0,0,0,1,0,Germany,55,633,1784,17,0,46-60,Very High,1,0,1,1,0,1,1,0
5316941,1975,Master,Married,49213.7,0,0,2012-10-13,42,975,89,1246,209,34,58,1,2,9,5,7,0,0,1,0,0,1,0,Germany,39,624,2611,17,0,30-45,Medium,0,0,1,1,0,1,1,0
9300496,1973,PhD,Together,110852.1,0,0,2013-10-14,94,1330,71,1282,258,14,43,1,4,3,2,8,0,0,0,0,0,1,0,Saudi Arabia,41,258,2998,10,0,30-45,Very High,1,0,1,1,0,1,1,0
14820695,1981,PhD,Divorced,100312.5,0,0,2014-04-13,93,390,12,1062,148,69,0,1,5,4,8,2,0,0,1,1,0,0,0,Saudi Arabia,33,77,1681,18,0,30-45,Very High,1,0,0,0,0,1,1,0
14157269,1953,Graduation,Married,72272.4,1,0,2014-01-13,85,1357,55,737,125,20,0,1,4,10,12,4,0,0,0,1,0,0,0,Canada,61,167,2294,27,1,60+,High,0,0,0,0,1,1,1,0
8260886,1987,PhD,Divorced,106425.3,0,0,2013-08-21,97,1460,178,229,45,1,48,1,9,1,10,8,0,0,0,0,0,0,0,USA,27,312,1961,21,0,Under 30,Very High,1,1,0,1,0,1,1,0
6358433,1960,Master,Together,70295.0,0,1,2013-09-04,44,1493,93,59,116,95,28,1,4,2,5,5,0,0,0,1,0,1,0,Spain,54,298,1884,12,1,46-60,High,0,0,1,0,1,1,1,0
16261373,1977,Graduation,Together,89747.6,0,0,2014-06-12,98,350,143,221,259,6,3,1,6,2,10,7,0,0,0,0,0,1,0,Germany,37,17,982,19,0,30-45,High,1,0,1,1,0,0,1,0
11994100,1954,Graduation,Together,85337.5,1,1,2013-02-22,58,1493,21,1208,48,9,93,2,3,2,4,6,0,0,0,0,0,0,0,USA,60,492,2872,11,2,46-60,High,1,0,0,1,1,1,1,0
12682241,1970,2n Cycle,Together,83248.7,0,0,2012-11-19,94,548,11,225,73,83,25,3,2,13,10,2,0,0,0,0,0,1,0,India,44,587,965,28,0,30-45,High,1,0,1,0,0,0,1,0
15375851,1987,Master,Divorced,92277.7,2,0,2013-01-29,99,1091,0,688,14,123,60,1,4,1,4,1,0,0,0,0,0,1,0,India,27,516,1976,10,2,Under 30,Very High,1,1,1,0,1,1,1,0
15339292,1978,Master,Married,115902.6,0,1,2014-01-01,10,912,0,636,36,43,168,1,5,8,11,8,0,0,0,1,0,1,0,India,36,179,1795,25,1,30-45,Very High,1,0,1,1,1,1,1,0
13103055,1954,PhD,Married,100346.2,0,0,2012-09-22,75,167,15,1242,32,25,131,1,5,2,5,0,0,0,0,0,0,1,0,Germany,60,645,1612,13,0,46-60,Very High,1,0,1,0,0,1,1,0
3576618,1946,Graduation,Together,66721.0,0,0,2013-05-09,45,1325,2,1279,102,30,32,2,7,2,9,6,0,0,0,0,0,1,0,Canada,68,416,2770,20,0,60+,High,0,0,1,1,0,1,1,0
3086502,1940,Master,Together,78176.5,0,0,2013-11-25,24,0,0,140,17,37,118,3,5,0,7,3,0,0,0,0,0,1,0,Germany,74,216,312,15,0,60+,High,1,0,1,0,0,0,1,0
15730553,1974,PhD,Alone,108712.6,0,1,2013-12-02,87,314,0,387,33,181,47,0,4,3,8,4,0,0,0,1,0,1,0,Spain,40,209,962,15,1,30-45,Very High,1,0,1,0,1,0,1,0
9038709,1964,Graduation,Married,101451.6,1,0,2014-05-02,94,564,1,230,252,86,38,3,7,2,6,3,0,1,0,1,1,1,0,Canada,50,58,1171,18,1,46-60,Very High,1,0,1,0,1,0,1,0
13458387,1970,Graduation,Single,106087.4,0,1,2012-10-25,99,739,3,153,36,44,10,3,5,3,5,6,0,0,0,0,0,1,0,Germany,44,612,985,16,1,30-45,Very High,1,0,1,1,1,0,1,0
10163302,1981,Basic,Single,74225.5,0,0,2012-09-17,93,1278,0,947,6,191,21,1,9,3,5,8,0,0,0,0,0,0,0,Spain,33,650,2443,18,0,30-45,High,0,0,0,1,0,1,1,0
12880234,1990,Master,Divorced,113337.6,0,0,2014-03-06,99,1493,101,230,243,51,54,3,11,2,6,7,0,0,0,0,0,1,0,India,24,115,2172,22,0,Under 30,Very High,1,1,1,1,0,1,1,0
14648406,1969,Graduation,Single,70449.9,1,1,2013-10-02,58,449,8,1096,4,0,39,3,2,1,3,7,0,0,0,0,0,1,0,Spain,45,270,1596,9,2,30-45,High,0,0,1,1,1,1,1,0
4317819,1981,Graduation,Married,94092.4,1,0,2012-09-19,42,0,3,42,4,93,50,4,2,0,4,4,0,0,0,0,0,1,0,Australia,33,648,192,10,1,30-45,Very High,1,0,1,0,1,0,1,0
3394246,1965,Master,Married,113728.1,0,1,2012-09-16,3,1042,75,151,211,132,210,1,4,0,4,4,0,0,0,1,0,1,0,USA,49,651,1821,9,1,46-60,Very High,1,0,1,0,1,1,1,0
4949463,1986,PhD,Single,64534.2,0,1,2014-02-10,76,451,13,1148,124,8,5,4,2,3,5,7,0,0,0,0,0,0,0,Australia,28,139,1749,14,1,Under 30,High,0,1,0,1,1,1,1,0
16222914,1960,Graduation,Single,108412.3,0,0,2014-03-19,33,140,4,615,32,210,60,1,3,2,9,3,0,0,0,1,0,1,0,Spain,54,102,1061,15,0,46-60,Very High,1,0,1,0,0,0,1,0
419977,1938,Graduation,Together,111756.0,0,0,2014-06-29,82,533,3,786,223,46,121,1,4,2,6,2,0,0,1,0,0,1,0,Canada,76,0,1712,13,0,60+,Very High,1,0,1,0,0,1,1,0
6246150,1978,Graduation,Together,86483.7,0,1,2013-03-09,99,818,10,360,259,46,58,0,12,3,5,9,0,0,0,0,0,1,0,USA,36,477,1551,20,1,30-45,High,1,0,1,1,1,0,1,0
1984581,1973,Graduation,Divorced,109346.0,0,0,2013-01-19,78,916,93,794,259,26,15,1,5,5,4,0,0,0,0,0,0,0,0,Canada,41,526,2103,15,0,30-45,Very High,1,0,0,0,0,1,1,0
9292682,1948,PhD,Divorced,104897.0,0,0,2012-12-14,93,1385,70,1182,217,62,19,1,7,1,8,6,0,0,0,0,0,1,0,Spain,66,562,2935,17,0,60+,Very High,1,0,1,1,0,1,1,0
10697868,1973,Graduation,Widow,51202.1,0,0,2012-12-18,82,479,51,1098,259,0,105,1,7,5,13,6,0,0,0,1,0,0,0,India,41,558,1992,26,0,30-45,Medium,0,0,0,1,0,1,1,0
8386096,1977,Graduation,Together,109711.5,0,1,2012-10-31,15,174,4,1299,41,220,185,0,4,2,11,2,0,0,0,0,0,0,0,USA,37,606,1923,17,1,30-45,Very High,1,0,0,0,1,1,1,0
11941080,1980,Graduation,Single,94290.0,0,1,2012-12-25,50,159,102,1241,4,177,131,4,3,2,7,4,0,1,0,0,0,1,0,India,34,551,1814,16,1,30-45,Very High,1,0,1,0,1,1,1,0
6254846,1980,Graduation,Single,102469.4,0,1,2014-01-03,60,1493,37,1242,135,48,84,1,5,4,6,0,0,0,0,0,1,0,0,India,34,177,3039,16,1,30-45,Very High,1,0,0,0,1,1,1,0
8211963,1945,Graduation,Together,99994.7,0,0,2012-11-12,63,201,76,1172,259,28,147,3,5,8,2,8,0,0,0,0,0,1,0,Spain,69,594,1883,18,0,60+,Very High,1,0,1,1,0,1,1,0
13612163,1963,Basic,Married,93638.8,0,1,2014-06-29,72,1493,1,225,101,4,234,6,8,8,7,1,0,0,0,0,0,0,0,Canada,51,0,2058,29,1,46-60,Very High,1,0,0,0,1,1,1,0
5541538,1984,Master,Single,83393.7,0,1,2013-07-07,19,372,12,1188,259,9,217,3,12,2,5,0,0,0,0,0,0,1,0,Australia,30,357,2057,22,1,30-45,High,1,0,1,0,1,1,1,0
7687875,1959,Graduation,Divorced,66530.9,0,0,2013-09-22,91,95,9,1245,105,6,155,4,7,1,2,1,0,0,0,0,0,0,0,Saudi Arabia,55,280,1615,14,0,46-60,High,0,0,0,0,0,1,1,0
11012930,1946,Graduation,Widow,98729.1,0,0,2014-03-17,25,712,9,1157,87,25,121,3,6,11,6,5,0,0,0,1,0,0,0,Saudi Arabia,68,104,2111,26,0,60+,Very High,1,0,0,0,0,1,1,0
12442569,1971,Master,Together,93149.3,1,0,2013-12-24,11,1036,103,1083,64,68,95,1,6,1,7,7,0,0,0,0,0,1,0,India,43,187,2449,15,1,30-45,Very High,1,0,1,1,1,1,1,0
125343,1962,Graduation,Together,59619.3,0,1,2014-01-29,37,308,78,1320,28,47,228,3,2,5,8,0,0,0,0,0,0,0,0,Germany,52,151,2009,18,1,46-60,Medium,0,0,0,0,1,1,1,0
5277731,1954,Master,Together,109967.9,0,0,2013-10-31,23,412,104,1007,12,29,79,2,4,6,13,4,0,0,0,1,0,0,0,Australia,60,241,1643,25,0,46-60,Very High,1,0,0,0,0,1,1,0
5238221,1963,Graduation,Single,109555.7,0,0,2014-03-03,71,776,146,233,102,189,66,1,4,2,4,6,0,0,0,1,0,1,0,Spain,51,118,1512,11,0,46-60,Very High,1,0,1,1,0,0,1,0
10180114,1983,Master,Married,98699.4,0,0,2013-01-10,58,1230,5,895,4,7,157,3,4,1,7,5,0,0,0,0,0,0,0,Spain,31,535,2298,15,0,30-45,Very High,1,0,0,0,0,1,1,0
11483766,1973,Graduation,Divorced,104944.1,0,0,2013-10-15,5,1304,10,269,14,1,29,4,5,1,12,3,0,0,0,0,0,0,0,Germany,41,257,1627,22,0,30-45,Very High,1,0,0,0,0,1,1,0
711201,1983,PhD,Together,90590.9,0,0,2013-07-24,48,286,66,31,110,7,50,3,5,3,4,8,0,1,0,0,0,1,0,Saudi Arabia,31,340,550,15,0,30-45,Very High,1,0,1,1,0,0,1,0
9478296,1969,Graduation,Married,78859.8,0,1,2013-01-02,17,131,5,53,28,24,52,3,4,5,6,6,0,0,0,1,0,1,0,India,45,543,293,18,1,30-45,High,1,0,1,1,1,0,1,0
1677968,1981,Graduation,Married,81485.3,0,0,2014-03-03,1,116,78,1117,251,207,73,1,3,1,8,8,0,0,0,0,0,0,0,Spain,33,118,1842,13,0,30-45,High,1,0,0,1,0,1,1,0
15148531,1987,Graduation,Married,103889.8,0,0,2013-09-19,72,143,0,203,25,36,43,4,2,2,4,6,0,0,0,0,0,1,0,Australia,27,283,450,12,0,Under 30,Very High,1,1,1,1,0,0,1,0
5575402,1979,PhD,Divorced,107911.1,0,0,2014-01-29,88,1054,0,398,259,7,115,3,5,1,5,4,0,0,0,0,0,0,0,Saudi Arabia,35,151,1833,14,0,30-45,Very High,1,0,0,0,0,1,1,0
11484407,1994,Master,Single,77974.9,0,1,2014-06-29,77,710,16,42,6,2,44,2,12,1,3,8,0,0,0,0,0,1,0,USA,20,0,820,18,1,Under 30,High,1,1,1,1,1,0,1,0
10919903,1947,Graduation,Married,107919.0,0,0,2013-10-10,85,507,0,685,259,104,100,4,2,3,5,0,0,0,0,1,0,0,0,India,67,262,1655,14,0,60+,Very High,1,0,0,0,0,1,1,0
16348371,1988,Graduation,Together,100753.0,0,0,2013-04-07,28,1493,4,61,216,67,67,4,8,3,4,6,0,0,0,0,0,0,0,USA,26,448,1908,19,0,Under 30,Very High,1,1,0,1,0,1,1,0
