ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Customer_Tenure_Days,Total_Spend,Total_Purchases,Children,Age_Band,Income_Band,High_Income,Young_Customer,Campaign_Responder,High_Web_Engagement,Family_Customer,High_Spender,High_Value_Customer,Underserved_Customer
5556534,1987,Master,Together,1730.0,1,1,2014-06-29,86,0,0,33,5,0,1,2,1,0,2,8,0,0,0,0,0,0,0,Spain,27,0,39,5,2,Under 30,Low,0,1,0,1,1,0,0,1
16372261,1972,2n Cycle,Together,89938.1,0,0,2013-02-12,49,302,0,65,7,6,46,1,5,1,2,7,0,0,0,1,0,0,0,Spain,42,502,426,9,0,30-45,High,1,0,0,1,0,0,0,1
6687490,1972,Graduation,Married,1730.0,1,0,2014-06-29,72,0,0,42,0,0,0,5,2,0,3,7,0,0,0,0,0,0,0,Spain,42,0,42,10,1,30-45,Low,0,0,0,1,1,0,0,1
11383193,1973,Graduation,Together,57466.4,1,0,2014-02-02,22,34,19,180,52,8,47,1,2,0,2,8,1,0,0,0,0,0,0,Canada,41,147,340,5,1,30-45,Medium,0,0,0,1,1,0,0,1
435722,1951,2n Cycle,Single,15429.2,1,1,2014-01-13,91,2,0,31,5,1,1,3,0,0,6,8,0,0,0,0,0,0,0,India,63,167,40,9,2,60+,Low,0,0,0,1,1,0,0,1
16325051,1987,Graduation,Together,39227.7,1,1,2013-08-17,22,0,0,94,0,3,16,4,2,0,3,8,0,0,0,1,0,0,0,Germany,27,316,113,9,2,Under 30,Medium,0,1,0,1,1,0,0,1
402828,1962,Master,Together,54202.6,0,0,2013-12-08,50,229,3,146,7,25,0,3,9,4,1,7,0,0,0,0,0,0,0,Canada,52,203,410,17,0,46-60,Medium,0,0,0,1,0,0,0,1
11115592,1968,Basic,Married,6508.0,1,1,2013-03-15,80,0,0,30,0,0,15,1,3,0,3,8,0,0,0,0,0,0,0,USA,46,471,45,7,2,46-60,Low,0,0,0,1,1,0,0,1
5112876,1986,Graduation,Married,41225.1,0,0,2012-09-30,41,0,0,48,5,0,13,3,6,1,5,7,0,0,0,0,0,0,0,Spain,28,637,66,15,0,Under 30,Medium,0,1,0,1,0,0,0,1
7941647,1961,Graduation,Single,8640.6,1,0,2012-10-22,95,23,0,6,0,0,6,4,1,0,4,8,0,0,0,0,0,0,0,Spain,53,615,35,9,1,46-60,Low,0,0,0,1,1,0,0,1
14418332,1975,PhD,Together,25904.8,1,1,2014-02-28,28,0,0,386,0,2,0,2,2,8,2,6,0,0,0,0,0,0,0,Spain,39,121,388,14,2,30-45,Low,0,0,0,1,1,0,0,1
6515163,1974,Master,Married,17750.9,1,0,2013-05-04,99,28,0,62,0,1,0,3,1,1,6,7,1,0,0,0,0,0,0,Saudi Arabia,40,421,91,11,1,30-45,Low,0,0,0,1,1,0,0,1
5264904,1979,Graduation,Married,73518.2,0,0,2013-10-31,15,0,5,182,11,17,66,3,4,2,6,6,0,0,0,0,0,0,0,Saudi Arabia,35,241,281,15,0,30-45,High,0,0,0,1,0,0,0,1
9217028,1959,Graduation,Together,5892.7,1,1,2013-06-19,99,0,0,19,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,Germany,55,375,19,3,2,46-60,Low,0,0,0,1,1,0,0,1
194823,1973,Graduation,Married,1730.0,1,0,2012-10-02,72,7,0,45,0,2,19,1,4,1,4,8,0,0,0,0,0,0,0,Spain,41,635,73,10,1,30-45,Low,0,0,0,1,1,0,0,1
6063630,1974,Master,Single,62617.7,0,0,2012-11-24,25,72,2,64,2,5,1,1,3,1,6,8,1,0,0,0,0,0,0,Australia,40,582,146,11,0,30-45,High,0,0,0,1,0,0,0,1
15412079,1977,PhD,Single,3200.2,1,0,2014-05-26,74,0,0,21,1,0,1,1,2,0,0,8,0,0,0,0,0,0,0,Australia,37,34,23,3,1,30-45,Low,0,0,0,1,1,0,0,1
15964029,1977,2n Cycle,Married,54343.6,0,0,2012-11-25,99,0,0,47,0,0,0,5,8,3,3,7,0,0,0,0,0,0,0,Mexico,37,581,47,19,0,30-45,Medium,0,0,0,1,0,0,0,1
8080778,1971,Graduation,Divorced,25832.0,1,0,2013-01-31,72,326,0,63,6,0,13,1,6,1,4,7,0,0,0,0,0,0,0,India,43,514,408,12,1,30-45,Low,0,0,0,1,1,0,0,1
6518531,1986,Master,Single,1730.0,1,0,2014-05-17,85,0,0,30,3,0,0,1,2,0,0,8,0,0,0,0,0,0,0,Spain,28,43,33,3,1,Under 30,Low,0,1,0,1,1,0,0,1
4230515,1985,PhD,Together,20794.5,1,0,2013-01-31,36,0,0,5,0,0,15,3,2,0,3,7,0,0,0,0,0,0,0,India,29,514,20,8,1,Under 30,Low,0,1,0,1,1,0,0,1
1369459,1978,Basic,Together,53944.6,1,1,2013-05-27,99,31,0,50,4,0,0,3,11,0,1,6,0,0,0,0,0,0,0,Saudi Arabia,36,398,85,15,2,30-45,Medium,0,0,0,1,1,0,0,1
2395535,1979,Graduation,Married,25274.1,1,0,2012-08-11,98,0,0,39,12,2,62,2,2,0,2,8,0,0,0,0,0,0,0,Spain,35,687,115,6,1,30-45,Low,0,0,0,1,1,0,0,1
11352463,1979,Basic,Married,22435.6,1,1,2013-10-31,82,0,0,34,0,4,0,1,6,1,5,8,0,1,0,0,0,0,0,Spain,35,241,38,13,2,30-45,Low,0,0,0,1,1,0,0,1
13767021,1972,PhD,Single,58465.7,1,0,2014-04-04,12,0,0,198,20,2,0,1,2,0,3,8,0,0,0,0,0,0,0,Spain,42,86,220,6,1,30-45,Medium,0,0,0,1,1,0,0,1
11384955,1984,PhD,Married,1730.0,1,0,2013-09-08,33,0,0,27,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,Saudi Arabia,30,294,27,4,1,30-45,Low,0,0,0,1,1,0,0,1
5466230,1959,Graduation,Single,1730.0,1,1,2013-04-09,99,0,0,52,0,0,4,2,1,0,2,7,0,0,0,0,0,0,0,Spain,55,446,56,5,2,46-60,Low,0,0,0,1,1,0,0,1
11077421,1964,2n Cycle,Married,1730.0,1,1,2012-08-16,60,0,0,13,0,0,3,1,1,0,3,8,0,0,0,0,0,0,0,Saudi Arabia,50,682,16,5,2,46-60,Low,0,0,0,1,1,0,0,1
2333011,1961,Master,Together,4237.9,0,0,2014-06-29,49,0,0,26,113,2,37,1,4,1,7,6,0,0,0,0,0,0,0,Canada,53,0,178,13,0,46-60,Low,0,0,0,1,0,0,0,1
16485101,1964,Master,Together,1730.0,1,0,2013-06-16,98,0,0,21,0,0,2,2,1,0,0,8,0,0,0,0,0,0,0,Spain,50,378,23,3,1,46-60,Low,0,0,0,1,1,0,0,1
4444925,1975,PhD,Married,1730.0,1,0,2014-03-12,99,0,0,34,0,0,0,2,1,0,2,7,0,0,0,0,0,0,0,Spain,39,109,34,5,1,30-45,Low,0,0,0,1,1,0,0,1
6880204,1979,PhD,Single,7967.1,1,1,2012-12-24,73,0,0,67,0,0,0,1,0,0,3,8,0,0,0,0,0,0,0,Spain,35,552,67,4,2,30-45,Low,0,0,0,1,1,0,0,1
1527249,1996,Master,Divorced,64444.7,1,0,2014-05-28,95,26,0,14,5,0,4,3,4,1,10,7,0,0,0,0,0,0,0,Canada,18,32,49,18,1,Under 30,High,0,1,0,1,1,0,0,1
12819696,1973,2n Cycle,Married,3180.7,1,0,2014-04-10,99,0,0,191,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,Canada,41,80,191,4,1,30-45,Low,0,0,0,1,1,0,0,1
7998853,1986,Basic,Married,31058.0,1,1,2013-11-20,98,0,0,32,9,1,1,3,5,4,2,8,0,0,0,0,0,0,0,USA,28,221,43,14,2,Under 30,Medium,0,1,0,1,1,0,0,1
12300871,1973,Graduation,Married,10193.8,1,1,2014-06-29,66,13,0,8,0,0,5,3,3,0,3,8,0,0,0,0,0,0,0,India,41,0,26,9,2,30-45,Low,0,0,0,1,1,0,0,1
2753031,1963,PhD,Together,13787.1,1,0,2013-12-12,78,0,27,39,6,4,0,2,13,1,1,6,0,0,0,0,0,0,1,Canada,51,199,76,17,1,46-60,Low,0,0,0,1,1,0,0,1
3911870,1991,PhD,Single,42730.5,1,0,2013-09-16,60,0,12,17,10,0,0,9,2,2,5,8,0,0,0,0,0,0,0,Saudi Arabia,23,286,39,18,1,Under 30,Medium,0,1,0,1,1,0,0,1
14324926,1981,2n Cycle,Together,33822.5,1,0,2013-05-04,99,0,0,52,6,0,3,2,2,0,2,7,0,0,0,0,0,0,0,Saudi Arabia,33,421,61,6,1,30-45,Medium,0,0,0,1,1,0,0,1
2122022,1967,PhD,Together,103533.0,0,1,2013-09-24,51,0,17,54,9,0,17,2,5,1,4,7,0,0,0,0,0,0,0,Spain,47,278,97,12,1,46-60,Very High,1,0,0,1,1,0,0,1
7721951,1978,Master,Absurd,13060.3,0,0,2013-02-13,94,119,0,38,9,14,19,3,4,4,12,7,0,0,0,0,0,0,0,Spain,36,501,199,23,0,30-45,Low,0,0,0,1,0,0,0,1
11095487,1976,Master,Divorced,9746.9,1,1,2014-01-10,84,14,0,23,0,8,0,2,2,0,3,8,0,0,0,0,0,0,0,USA,38,170,45,7,2,30-45,Low,0,0,0,1,1,0,0,1
14309160,1982,2n Cycle,Married,4861.2,1,0,2013-12-27,99,0,0,31,0,0,0,1,2,0,0,8,0,0,0,0,0,0,0,Canada,32,184,31,3,1,30-45,Low,0,0,0,1,1,0,0,1
10815129,1988,Graduation,Single,22546.4,0,0,2014-04-14,80,0,5,55,7,11,17,3,3,1,4,8,0,0,0,0,0,0,0,Australia,26,76,95,11,0,Under 30,Low,0,1,0,1,0,0,0,1
16249386,1970,2n Cycle,Single,51966.7,0,0,2014-06-29,71,0,0,68,5,36,18,1,7,1,4,8,0,0,0,0,0,0,0,Spain,44,0,127,13,0,30-45,Medium,0,0,0,1,0,0,0,1
15087782,1978,Graduation,Together,1980.5,1,1,2013-06-03,45,10,0,240,66,0,36,4,3,0,2,7,0,0,0,0,0,0,0,Canada,36,391,352,9,2,30-45,Low,0,0,0,1,1,0,0,1
4119431,1991,Graduation,Divorced,16700.1,1,0,2013-08-13,52,0,0,23,13,0,0,1,4,1,3,6,0,0,0,0,0,0,0,Australia,23,320,36,9,1,Under 30,Low,0,1,0,1,1,0,0,1
5626964,1952,Basic,Single,1730.0,1,1,2013-08-07,23,0,0,40,0,0,2,2,2,2,3,8,0,0,0,0,0,0,0,Spain,62,326,42,9,2,60+,Low,0,0,0,1,1,0,0,1
2353838,1977,2n Cycle,Married,2519.1,1,1,2013-05-26,41,50,0,37,0,0,0,2,3,1,2,7,0,0,0,0,0,0,0,Spain,37,399,87,8,2,30-45,Low,0,0,0,1,1,0,0,1
10672521,1989,PhD,Divorced,1730.0,1,0,2014-01-23,53,31,0,48,0,1,0,2,2,1,4,8,0,0,0,0,0,0,0,Spain,25,157,80,9,1,Under 30,Low,0,1,0,1,1,0,0,1
2667800,1949,Master,Married,81948.7,1,0,2014-03-27,97,164,0,30,93,0,43,3,12,4,10,7,0,0,0,0,0,0,0,Spain,65,94,330,29,1,60+,High,1,0,0,1,1,0,0,1
7975463,1976,Master,Together,78404.0,1,0,2013-01-02,98,0,87,73,12,0,99,1,2,0,5,6,0,0,0,0,0,0,0,Spain,38,543,271,8,1,30-45,High,1,0,0,1,1,0,0,1
4542081,1994,Graduation,Together,53825.6,1,0,2013-08-29,54,0,49,14,85,16,57,1,3,1,9,7,0,0,0,0,0,0,0,Canada,20,304,221,14,1,Under 30,Medium,0,1,0,1,1,0,0,1
10184408,1984,Graduation,Married,11251.0,1,1,2014-05-26,28,0,0,14,0,0,4,2,0,1,3,8,0,0,0,0,0,0,0,Canada,30,34,18,6,2,30-45,Low,0,0,0,1,1,0,0,1
4654758,1989,2n Cycle,Together,1730.0,1,1,2012-07-30,95,0,0,0,0,0,0,4,1,0,0,8,0,0,0,0,0,0,0,Spain,25,699,0,5,2,Under 30,Low,0,1,0,1,1,0,0,1
7564872,1986,Master,Married,1730.0,1,1,2013-11-04,99,0,0,0,0,0,0,1,0,0,3,8,0,0,0,0,0,0,0,USA,28,237,0,4,2,Under 30,Low,0,1,0,1,1,0,0,1
6824969,1986,Master,Together,1730.0,1,0,2013-09-08,99,32,0,9,0,2,6,1,1,0,2,8,0,0,0,0,0,0,0,Spain,28,294,49,4,1,Under 30,Low,0,1,0,1,1,0,0,1
5583734,1951,Master,Together,42634.3,1,1,2013-03-19,57,13,0,62,6,0,0,3,2,0,5,7,0,0,0,0,0,0,0,Australia,63,467,81,10,2,60+,Medium,0,0,0,1,1,0,0,1
1091542,1974,Graduation,Single,25509.7,0,0,2012-12-15,75,33,0,40,236,8,8,1,3,2,5,8,0,0,0,1,0,0,0,Australia,40,561,325,11,0,30-45,Low,0,0,0,1,0,0,0,1
7028005,1987,PhD,Widow,13289.3,1,0,2014-05-08,82,0,0,45,8,0,0,2,5,0,0,6,0,0,0,0,0,0,0,Canada,27,52,53,7,1,Under 30,Low,0,1,0,1,1,0,0,1
13540514,1974,Master,Together,36195.6,1,1,2014-01-26,99,0,0,42,1,0,0,2,12,0,5,8,0,0,0,0,0,0,0,USA,40,154,43,19,2,30-45,Medium,0,0,0,1,1,0,0,1
3853612,1979,2n Cycle,Single,45977.3,1,0,2012-12-21,4,0,0,51,11,12,11,2,7,0,1,8,0,0,0,1,0,0,0,Australia,35,555,85,10,1,30-45,Medium,0,0,0,1,1,0,0,1
13268197,1988,Master,Single,92130.7,0,1,2013-02-08,51,0,0,39,71,4,12,4,3,1,3,8,1,0,0,0,0,0,0,Saudi Arabia,26,506,126,11,1,Under 30,Very High,1,1,0,1,1,0,0,1
8226051,1970,2n Cycle,Married,68460.8,1,0,2014-06-29,81,36,0,32,0,0,53,2,2,0,6,7,0,0,0,0,0,0,0,Spain,44,0,121,10,1,30-45,High,0,0,0,1,1,0,0,1
16408454,1970,Basic,Single,36037.3,1,1,2013-07-05,99,5,0,72,14,1,11,4,3,1,6,7,0,0,0,0,0,0,0,Canada,44,359,103,14,2,30-45,Medium,0,0,0,1,1,0,0,1
16200972,1993,Graduation,Together,7765.2,1,0,2012-12-04,0,0,5,3,33,0,17,0,6,0,5,7,0,0,0,0,0,0,0,Spain,21,572,58,11,1,Under 30,Low,0,1,0,1,1,0,0,1
5287667,1990,Graduation,Divorced,33727.0,1,1,2013-09-09,99,54,0,59,1,0,51,1,1,0,6,8,0,0,0,0,0,0,0,India,24,293,165,8,2,Under 30,Medium,0,1,0,1,1,0,0,1
1325569,1983,2n Cycle,Married,37173.5,1,1,2014-02-11,32,0,1,61,8,3,91,4,2,0,1,6,0,0,0,0,0,0,0,Saudi Arabia,31,138,164,7,2,30-45,Medium,0,0,0,1,1,0,0,1
1035777,1967,PhD,Together,40802.7,1,0,2013-04-14,26,113,2,40,15,1,0,0,0,1,4,7,0,0,0,0,0,0,0,Saudi Arabia,47,441,171,5,1,46-60,Medium,0,0,0,1,1,0,0,1
16055558,1984,PhD,Together,18498.5,1,0,2014-06-21,96,0,0,0,0,7,0,4,1,0,6,8,0,0,0,0,0,0,0,Saudi Arabia,30,8,7,11,1,30-45,Low,0,0,0,1,1,0,0,1
1599141,1984,Master,Single,7634.6,1,1,2014-02-19,99,8,0,7,2,8,10,3,2,0,0,6,1,0,0,0,0,0,0,Spain,30,130,35,5,2,30-45,Low,0,0,0,1,1,0,0,1
180598,1966,Master,Together,72322.6,0,1,2013-11-14,81,0,0,168,3,1,22,3,3,7,6,7,0,0,0,0,0,0,0,Spain,48,227,194,19,1,46-60,High,0,0,0,1,1,0,0,1
5632177,1955,Graduation,Together,101267.2,0,0,2014-02-11,99,2,0,178,16,12,10,3,5,0,4,7,0,0,0,1,0,0,0,Spain,59,138,218,12,0,46-60,Very High,1,0,0,1,0,0,0,1
4225642,1965,PhD,Together,27416.1,1,0,2014-04-05,29,11,0,57,12,2,8,2,1,1,2,8,0,0,0,0,0,0,0,USA,49,85,90,6,1,46-60,Low,0,0,0,1,1,0,0,1
14777113,1978,Graduation,Married,105447.5,0,0,2013-06-07,67,0,0,60,231,3,33,3,0,3,6,6,0,0,0,0,0,0,0,Spain,36,387,327,12,0,30-45,Very High,1,0,0,1,0,0,0,1
13646394,1981,Master,Single,83977.0,0,0,2012-07-30,66,31,50,26,78,27,85,2,4,3,3,6,0,0,0,0,0,0,0,Australia,33,699,297,12,0,30-45,High,1,0,0,1,0,0,0,1
9181959,1981,PhD,Together,2610.6,1,0,2014-06-17,95,0,0,11,0,0,9,3,1,2,1,8,0,0,0,0,0,0,0,Spain,33,12,20,7,1,30-45,Low,0,0,0,1,1,0,0,1
2637211,1990,PhD,Together,1730.0,1,0,2014-05-17,20,3,0,29,0,0,0,3,1,0,1,8,0,0,0,0,0,0,0,India,24,43,32,5,1,Under 30,Low,0,1,0,1,1,0,0,1
6494572,1970,PhD,Single,31944.6,1,1,2014-03-18,99,0,0,21,0,0,51,1,2,2,4,7,0,0,0,0,0,0,0,Germany,44,103,72,9,2,30-45,Medium,0,0,0,1,1,0,0,1
7757534,1975,Graduation,Together,58216.0,0,0,2013-07-09,99,0,77,304,17,1,0,2,4,11,1,8,0,0,0,0,0,0,0,Saudi Arabia,39,355,399,18,0,30-45,Medium,0,0,0,1,0,0,0,1
6053130,1975,Graduation,Absurd,29934.0,1,1,2014-05-25,45,55,0,126,0,1,15,4,1,0,5,8,0,0,0,0,0,0,0,Australia,39,35,197,10,2,30-45,Low,0,0,0,1,1,0,0,1
1473995,1985,2n Cycle,Single,61604.7,0,1,2013-07-30,89,52,7,47,51,7,14,1,7,1,2,7,0,0,0,1,0,0,0,Canada,29,334,178,11,1,Under 30,High,0,1,0,1,1,0,0,1
9895615,1981,Master,Divorced,44170.3,1,0,2013-01-26,71,5,0,91,70,0,4,3,4,5,7,8,0,0,0,0,0,0,0,Saudi Arabia,33,519,170,19,1,30-45,Medium,0,0,0,1,1,0,0,1
4396154,1945,Graduation,Married,1730.0,1,1,2013-08-01,31,0,0,19,0,0,0,1,1,0,3,8,0,0,0,0,0,0,0,USA,69,332,19,5,2,60+,Low,0,0,0,1,1,0,0,1
5938629,1978,Graduation,Married,36423.3,1,0,2014-03-04,20,191,0,59,4,16,21,4,2,2,2,9,0,0,0,0,0,0,0,Saudi Arabia,36,117,291,10,1,30-45,Medium,0,0,0,1,1,0,0,1
9617632,1968,Graduation,Married,1730.0,1,0,2012-07-30,21,18,0,0,3,0,20,2,3,0,1,7,0,0,0,0,0,0,0,Spain,46,699,41,6,1,46-60,Low,0,0,0,1,1,0,0,1
12905551,1966,Master,Single,1730.0,1,0,2012-10-09,71,77,0,35,7,0,7,3,2,0,3,7,0,0,0,0,0,0,0,Australia,48,628,126,8,1,46-60,Low,0,0,0,1,1,0,0,1
16523529,1965,Graduation,Married,51733.9,1,0,2014-06-29,52,113,0,53,8,0,0,3,2,1,4,8,1,0,0,0,0,0,0,Canada,49,0,174,10,1,46-60,Medium,0,0,0,1,1,0,0,1
324210,1979,PhD,Married,57692.2,1,0,2013-09-10,88,32,0,31,0,0,0,3,2,6,3,7,0,0,0,0,0,0,0,Canada,35,292,63,14,1,30-45,Medium,0,0,0,1,1,0,0,1
